"","FIPS","State","Year","Month","Pop","LborForce","%ofPop","Total E","%Emp","TotalU","UnempRate","InitialClaims","FirstPayments","WeeksClaimed","WeeksCompensated","AvgWklyBenefit","BenefitsPaid","FinalPayments","case_count","death_count","fullvaccine_count","hospitalized_count"
"827",38,"North Dakota",2020,11,585792,404531,69.1,385572,65.8,18959,4.7,6875,2604,33987,34062,477.27,15881572,2254,36698,418,0,13839
"828",38,"North Dakota",2020,12,585886,404240,69,385254,65.8,18986,4.7,6353,3052,30508,31642,478.29,14877818,1366,14677,370,0,10555
"829",38,"North Dakota",2021,1,585942,404511,69,386267,65.9,18244,4.5,6287,3745,36608,39009,486.51,18733363,1249,5569,162,0,5042
"830",38,"North Dakota",2021,2,585924,404881,69.1,385567,65.8,19314,4.8,3764,2046,39063,41135,485.02,19736046,1396,2319,30,0,3118
"831",38,"North Dakota",2021,3,586001,403880,68.9,386234,65.9,17646,4.4,3439,1666,41776,42416,480.13,20125217,1930,3019,28,65241,2386
"832",38,"North Dakota",2021,4,586108,403550,68.9,386701,66,16849,4.2,5948,1781,23030,22384,468.38,10302899,1296,4393,20,98017,2914
"833",38,"North Dakota",2021,5,586202,403382,68.8,387402,66.1,15980,4,2321,869,15068,14329,454.75,6395118,580,2841,24,32099,2981
"834",38,"North Dakota",2021,6,586351,403109,68.7,386902,66,16207,4,2195,951,16234,14815,438.25,6388596,547,811,22,17838,1520
"835",38,"North Dakota",2021,7,586532,403367,68.8,387546,66.1,15821,3.9,1609,948,12209,11622,423.96,4883135,434,753,12,10784,1088
"836",38,"North Dakota",2021,8,586702,401898,68.5,387329,66,14569,3.6,1252,509,11519,10592,420.22,4372687,393,5152,17,11596,2876
"837",38,"North Dakota",2021,9,586928,402032,68.5,388003,66.1,14029,3.5,1065,291,6848,5778,450.24,2551151,326,13583,51,18282,6201
"838",38,"North Dakota",2021,10,587089,401397,68.4,388085,66.1,13312,3.3,1166,286,5277,4319,472.41,2011034,248,16746,141,15828,8352
"839",38,"North Dakota",2021,11,587225,401811,68.4,388972,66.2,12839,3.2,2831,869,8694,6896,478.97,3278104,265,14148,130,22007,7946
"840",38,"North Dakota",2021,12,587328,401894,68.4,389597,66.3,12297,3.1,3903,1835,14675,12645,486.8,6112730,377,11323,129,29160,7480
"841",39,"Ohio",2020,1,9256594,5895125,63.7,5627571,60.8,267554,4.5,35215,27496,291887,247073,387.13,94749130,2845,0,0,0,0
"842",39,"Ohio",2020,2,9255817,5899009,63.7,5619606,60.7,279403,4.7,27945,15732,278938,240904,394.42,94202449,2603,0,0,0,0
"843",39,"Ohio",2020,3,9256097,5836682,63.1,5549718,60,286964,4.9,577485,111262,780467,428709,378.76,159834687,3240,1421,33,0,326
"844",39,"Ohio",2020,4,9256776,5539776,59.8,4630914,50,908862,16.4,498852,392621,2634666,2066724,340.85,694177442,274,15033,773,0,16555
"845",39,"Ohio",2020,5,9255576,5831829,63,4965227,53.6,866602,14.9,182904,166334,2735881,2286241,334,746695549,21,17545,1282,0,28435
"846",39,"Ohio",2020,6,9255121,5680927,61.4,5093233,55,587694,10.3,144330,63862,1876545,1823308,327.39,571775682,8,15388,719,0,30429
"847",39,"Ohio",2020,7,9254910,5735320,62,5199086,56.2,536234,9.3,119804,36749,1598338,1348998,324.06,416206691,4,37422,582,0,49886
"848",39,"Ohio",2020,8,9256696,5803203,62.7,5280326,57,522877,9,76754,24643,1546842,1225304,320.75,377661019,10691,33172,706,0,51108
"849",39,"Ohio",2020,9,9258910,5668842,61.2,5250401,56.7,418441,7.4,65933,19187,1097877,951132,324.21,295507298,68519,30906,663,0,36235
"850",39,"Ohio",2020,10,9260740,5698877,61.5,5380157,58.1,318720,5.6,76079,16793,747935,557266,336.42,177223744,43178,55386,504,0,48356
"851",39,"Ohio",2020,11,9261688,5732818,61.9,5413227,58.4,319591,5.6,107106,17669,687165,474641,349.78,157115029,25050,190796,1062,0,103448
"852",39,"Ohio",2020,12,9262241,5763310,62.2,5442603,58.8,320707,5.6,138117,30032,617654,469038,362.59,161893484,18221,279741,2332,0,167540
"853",39,"Ohio",2021,1,9262261,5768594,62.3,5462512,59,306082,5.3,181721,31847,715550,440563,373.26,157660078,7710,206165,2339,0,133043
"854",39,"Ohio",2021,2,9261248,5754831,62.1,5467073,59,287758,5,504843,32448,698764,453992,382.4,166193872,608,79021,6113,0,62606
"855",39,"Ohio",2021,3,9261114,5750618,62.1,5479338,59.2,271280,4.7,379171,27021,735205,468961,383.85,173666033,479,49954,1553,965445,41635
"856",39,"Ohio",2021,4,9261370,5766961,62.3,5494069,59.3,272892,4.7,92592,16452,452724,276472,377.9,101008508,172,55599,644,1744258,49298
"857",39,"Ohio",2021,5,9262084,5550746,59.9,5272474,56.9,278272,5,65480,23391,421325,252260,376.92,91644572,111,33161,644,1044139,43006
"858",39,"Ohio",2021,6,9263493,5578950,60.2,5287774,57.1,291176,5.2,54637,17379,313618,237105,371.84,85282738,67,9991,463,534052,26434
"859",39,"Ohio",2021,7,9265055,5604558,60.5,5304163,57.2,300395,5.4,44180,8451,252011,166804,368.19,59930313,3043,14718,202,228764,21706
"860",39,"Ohio",2021,8,9266780,5638328,60.8,5333351,57.6,304977,5.4,46681,8205,249507,182969,373.95,66739753,3807,81566,309,218799,53567
"861",39,"Ohio",2021,9,9268896,5658921,61.1,5361044,57.8,297877,5.3,41389,6404,189830,133674,381.11,49668952,4286,189062,1086,232930,108636
"862",39,"Ohio",2021,10,9270643,5672587,61.2,5383502,58.1,289085,5.1,33507,6188,173399,106653,386.03,40161545,3473,139353,2421,195485,111955
"863",39,"Ohio",2021,11,9271536,5683083,61.3,5407806,58.3,275277,4.8,34283,6946,154903,105355,396.6,40912489,2940,138110,2125,141073,92931
"864",39,"Ohio",2021,12,9271985,5698184,61.5,5441792,58.7,256392,4.5,43735,11299,168606,120734,408.66,48480141,2217,287310,2440,260257,150707
"865",40,"Oklahoma",2020,1,3044378,1850300,60.8,1793406,58.9,56894,3.1,7810,4202,67460,61718,408.13,24786816,1511,0,0,0,0
"866",40,"Oklahoma",2020,2,3045622,1847072,60.6,1788930,58.7,58142,3.1,5863,3334,64502,57763,409.15,23281101,1570,0,0,0,0
"867",40,"Oklahoma",2020,3,3047166,1844387,60.5,1784671,58.6,59716,3.2,94163,21261,114553,95160,389.99,35958694,1833,367,12,0,948
"868",40,"Oklahoma",2020,4,3048864,1821680,59.7,1585139,52,236541,13,219475,113553,484317,432471,336.34,144513419,1751,2965,189,0,11372
"869",40,"Oklahoma",2020,5,3049957,1831486,60,1657368,54.3,174118,9.5,213102,90418,720392,679524,338.77,230110932,2327,2949,121,0,9263
"870",40,"Oklahoma",2020,6,3051282,1838543,60.3,1687262,55.3,151281,8.2,232932,69352,674477,608175,347.47,211294276,1942,6330,53,0,10525
"871",40,"Oklahoma",2020,7,3052681,1846738,60.5,1714448,56.2,132290,7.2,30346,13039,504703,479994,322.29,154673859,2608,20873,132,0,21304
"872",40,"Oklahoma",2020,8,3054823,1853864,60.7,1736890,56.9,116974,6.3,21657,9015,577205,556970,336.42,180385628,10815,22926,266,0,18911
"873",40,"Oklahoma",2020,9,3057131,1858861,60.8,1753633,57.4,105228,5.7,18579,6291,395560,374804,327.19,117963172,25192,27897,225,0,16943
"874",40,"Oklahoma",2020,10,3059281,1861590,60.9,1765143,57.7,96447,5.2,17987,5700,271400,250110,334.3,79855891,21250,35133,283,0,25469
"875",40,"Oklahoma",2020,11,3061177,1861831,60.8,1772259,57.9,89572,4.8,16328,5000,224236,194764,346.3,64592116,13740,69689,412,0,38664
"876",40,"Oklahoma",2020,12,3062909,1861928,60.8,1777990,58,83938,4.5,20603,5290,162398,137871,355.18,46869502,8179,92649,693,0,55413
"877",40,"Oklahoma",2021,1,3064511,1864691,60.8,1783422,58.2,81269,4.4,24255,7068,163053,145800,356.45,50515964,6736,99940,1024,0,59252
"878",40,"Oklahoma",2021,2,3065768,1865515,60.8,1784222,58.2,81293,4.4,21181,12305,124585,396800,313.85,124392624,53832,40351,881,0,30162
"879",40,"Oklahoma",2021,3,3067258,1865563,60.8,1786096,58.2,79467,4.3,36652,19452,127508,535364,310.89,166377917,56318,15291,561,261824,14363
"880",40,"Oklahoma",2021,4,3068933,1864383,60.8,1787282,58.2,77101,4.1,65387,22786,136072,449164,311.35,139812217,50719,10005,1884,476437,9130
"881",40,"Oklahoma",2021,5,3070722,1864522,60.7,1791479,58.3,73043,3.9,43864,16500,149594,539313,306.83,165447909,44400,5336,491,182876,7343
"882",40,"Oklahoma",2021,6,3072751,1863951,60.7,1794302,58.4,69649,3.7,40032,16227,134728,462294,307.54,142144648,42726,4475,145,179980,8251
"883",40,"Oklahoma",2021,7,3074841,1863423,60.6,1798669,58.5,64754,3.5,20656,5700,132651,119583,332.48,39119721,5614,19778,92,79657,13401
"884",40,"Oklahoma",2021,8,3076994,1862553,60.5,1801999,58.6,60554,3.3,13617,4432,124414,108616,351.87,37324248,5474,66380,341,131665,42422
"885",40,"Oklahoma",2021,9,3079326,1861038,60.4,1805838,58.6,55200,3,9701,2813,77960,70203,347.32,23775125,3720,65075,969,156280,43310
"886",40,"Oklahoma",2021,10,3081498,1860122,60.4,1809602,58.7,50520,2.7,9917,2792,72566,61222,339.02,20239607,2937,34231,1881,99855,25728
"887",40,"Oklahoma",2021,11,3083393,1860341,60.3,1813954,58.8,46387,2.5,8881,3308,58040,54182,353.32,18657659,2204,20785,216,60028,16149
"888",40,"Oklahoma",2021,12,3085117,1861892,60.4,1819134,59,42758,2.3,8194,2962,51801,47943,346.36,16225928,3649,36664,644,78992,24448
"889",41,"Oregon",2020,1,3428283,2108977,61.5,2037231,59.4,71746,3.4,21455,10646,136482,114697,422.49,47808577,1891,0,0,0,0
"890",41,"Oregon",2020,2,3430274,2107699,61.4,2033344,59.3,74355,3.5,16643,6842,124432,106357,419.62,44055326,1800,0,0,0,0
"891",41,"Oregon",2020,3,3432553,2106741,61.4,2030098,59.1,76643,3.6,110509,21085,244341,145942,416.74,60120164,2382,474,12,0,248
"892",41,"Oregon",2020,4,3434992,2049533,59.7,1778695,51.8,270838,13.2,212272,139256,969995,609397,443.25,267219766,2650,1875,79,0,4491
"893",41,"Oregon",2020,5,3436725,2121025,61.7,1873383,54.5,247642,11.7,116055,62553,1133787,817713,360.61,291508766,2647,1735,56,0,5308
"894",41,"Oregon",2020,6,3438732,2133140,62,1913733,55.7,219407,10.3,77287,39559,1116568,886804,361.78,313486910,3925,4018,53,0,3906
"895",41,"Oregon",2020,7,3440819,2037847,59.2,1842992,53.6,194855,9.6,39209,36775,766675,762745,354.7,263361473,5455,9361,104,0,6463
"896",41,"Oregon",2020,8,3443733,2086120,60.6,1911571,55.5,174549,8.4,22020,23400,757526,675863,362.93,239683190,5468,8587,147,0,6977
"897",41,"Oregon",2020,9,3446867,2107097,61.1,1948079,56.5,159018,7.5,24511,21661,597822,549798,367.43,199873341,19161,6719,96,0,5562
"898",41,"Oregon",2020,10,3449790,2122565,61.5,1974681,57.2,147884,7,19582,13200,405808,313903,375.21,117891363,13366,10609,120,0,7324
"899",41,"Oregon",2020,11,3452417,2132974,61.8,1992470,57.7,140504,6.6,40878,33769,362510,521195,382.61,197149008,10472,27865,219,0,12599
"900",41,"Oregon",2020,12,3454895,2141252,62,2006503,58.1,134749,6.3,49232,20301,344865,292589,378.49,111120887,4784,39277,562,0,19894
"901",41,"Oregon",2021,1,3457167,2150483,62.2,2017032,58.3,133451,6.2,39687,18331,324523,272564,376.99,103132187,3845,30237,492,0,15449
"902",41,"Oregon",2021,2,3459073,2152231,62.2,2021314,58.4,130917,6.1,30324,14515,288767,242906,377.78,92087977,3616,13697,261,0,8952
"903",41,"Oregon",2021,3,3461246,2156656,62.3,2026742,58.6,129914,6,36650,15679,288465,231353,382.28,88620879,3797,9506,188,297778,6126
"904",41,"Oregon",2021,4,3463632,2160917,62.4,2032705,58.7,128212,5.9,39209,14639,230434,167211,382.28,64114085,2548,18275,113,566625,8345
"905",41,"Oregon",2021,5,3466143,2166857,62.5,2040206,58.9,126651,5.8,31040,12337,215391,159148,377.11,60265408,2377,18318,176,633162,11622
"906",41,"Oregon",2021,6,3468962,2168510,62.5,2047149,59,121361,5.6,26118,10597,240425,183365,382.84,69949488,2764,7616,119,348733,7272
"907",41,"Oregon",2021,7,3471805,2170615,62.5,2056679,59.2,113936,5.2,20912,9082,178240,137344,388.59,52916827,2129,9461,84,143386,6437
"908",41,"Oregon",2021,8,3474754,2170411,62.5,2062899,59.4,107512,5,25668,8603,194528,143110,408.26,57756127,1952,51466,265,84644,24543
"909",41,"Oregon",2021,9,3477896,2170982,62.4,2068818,59.5,102164,4.7,24655,12113,185187,115607,402.72,45884420,3506,55456,583,113995,34422
"910",41,"Oregon",2021,10,3480860,2168579,62.3,2072927,59.6,95652,4.4,17973,4963,139605,106366,392.04,41059457,3558,38620,626,92753,23240
"911",41,"Oregon",2021,11,3483499,2168079,62.2,2076219,59.6,91860,4.2,20302,6758,151807,118321,409.52,47772977,3100,25175,780,49438,17241
"912",41,"Oregon",2021,12,3485969,2169925,62.2,2080576,59.7,89349,4.1,22390,6849,126706,104029,415.55,42631648,2272,27648,502,106356,15506
"913",42,"Pennsylvania",2020,1,10283103,6532104,63.5,6216949,60.5,315155,4.8,85069,55085,594580,589092,405.77,227247119,8036,0,0,0,0
"914",42,"Pennsylvania",2020,2,10281185,6528498,63.5,6204448,60.3,324050,5,53125,30677,555922,474973,413.43,188578190,6184,0,0,0,0
"915",42,"Pennsylvania",2020,3,10280347,6525913,63.5,6194061,60.3,331852,5.1,565647,21152,889250,455008,410.47,179095930,6370,2932,35,0,529
"916",42,"Pennsylvania",2020,4,10279924,6313806,61.4,5290771,51.5,1023035,16.2,772678,668855,3968986,3206808,359.95,1110794776,9667,41092,2038,0,62153
"917",42,"Pennsylvania",2020,5,10277311,6412123,62.4,5549484,54,862639,13.5,230456,205990,4555994,3322950,344.86,1092473624,10762,30308,3296,0,80764
"918",42,"Pennsylvania",2020,6,10275510,6421698,62.5,5567918,54.2,853780,13.3,199418,102722,3358657,2811704,332.38,875327066,10711,15091,1267,0,36043
"919",42,"Pennsylvania",2020,7,10273917,6431720,62.6,5592719,54.4,839001,13,166189,84880,2973071,2883547,334.6,884894186,15838,24534,568,0,32210
"920",42,"Pennsylvania",2020,8,10274843,6252470,60.9,5614075,54.6,638395,10.2,114291,55071,2908503,2295398,329.27,688842411,17918,22832,511,0,37712
"921",42,"Pennsylvania",2020,9,10276251,6317241,61.5,5867228,57.1,450013,7.1,96093,34486,2103212,2064143,335.91,636204746,107046,24216,465,0,30994
"922",42,"Pennsylvania",2020,10,10277210,6314482,61.4,5870140,57.1,444342,7,88880,28491,1352661,1157863,345.65,354524085,86383,44841,618,0,40551
"923",42,"Pennsylvania",2020,11,10277120,6310994,61.4,5865408,57.1,445586,7.1,110263,28309,1449871,961966,357.51,305820673,49056,142041,1477,0,99212
"924",42,"Pennsylvania",2020,12,10276507,6310050,61.4,5862162,57,447888,7.1,189307,48615,1401732,1214785,361.46,389729981,51036,274533,5022,0,206951
"925",42,"Pennsylvania",2021,1,10275393,6294551,61.3,5837381,56.8,457170,7.3,134812,51091,1548957,1031678,364.45,336335428,36108,208899,5976,0,176581
"926",42,"Pennsylvania",2021,2,10273015,6336114,61.7,5867054,57.1,469060,7.4,111247,37541,1267438,907022,386.06,308146308,26930,96934,2607,0,90449
"927",42,"Pennsylvania",2021,3,10271554,6335821,61.7,5874307,57.2,461514,7.3,95281,34840,1146421,947124,390.05,326411844,27082,89451,1178,1104916,64893
"928",42,"Pennsylvania",2021,4,10270559,6321342,61.5,5871458,57.2,449884,7.1,95616,42534,889676,609022,393.57,212931864,15454,127592,1075,1925723,87195
"929",42,"Pennsylvania",2021,5,10270106,6324371,61.6,5881498,57.3,442873,7,111331,32742,988719,541467,394.4,189520292,12941,59579,1089,1572827,63841
"930",42,"Pennsylvania",2021,6,10270436,6319978,61.5,5886605,57.3,433373,6.9,149343,26949,721902,472946,393.45,174110293,10438,11295,477,812257,27450
"931",42,"Pennsylvania",2021,7,10270907,6301955,61.4,5890211,57.3,411744,6.5,233078,52537,607515,600384,367.15,208877669,9907,10806,143,357863,16122
"932",42,"Pennsylvania",2021,8,10271604,6293200,61.3,5888485,57.3,404715,6.4,44002,22061,534642,516035,375.56,182190785,8931,64153,354,353922,41011
"933",42,"Pennsylvania",2021,9,10272754,6276103,61.1,5886161,57.3,389942,6.2,75958,23107,449943,407701,399.91,155295589,10065,125047,1014,358933,78675
"934",42,"Pennsylvania",2021,10,10273503,6269232,61,5892646,57.4,376586,6,45456,14025,445251,309085,409.4,121379644,9011,136830,2046,345978,104558
"935",42,"Pennsylvania",2021,11,10273160,6258825,60.9,5899311,57.4,359514,5.7,39665,8173,398261,303573,418.8,122012471,8604,168049,2013,248774,100732
"936",42,"Pennsylvania",2021,12,10272324,6240617,60.8,5903484,57.5,337133,5.4,55803,10859,332847,211698,423.31,85689895,5648,263988,3052,710184,150374
"937",44,"Rhode Island",2020,1,864092,562012,65,540769,62.6,21243,3.8,5841,4953,46099,41343,383.46,15425900,480,0,0,0,0
"938",44,"Rhode Island",2020,2,864034,561974,65,539776,62.5,22198,4,4673,2717,45658,42653,387.99,16294690,478,0,0,0,0
"939",44,"Rhode Island",2020,3,864023,562287,65.1,539591,62.5,22696,4,60006,30611,105351,99773,352.04,34686060,759,271,4,0,121
"940",44,"Rhode Island",2020,4,864065,545692,63.2,450988,52.2,94704,17.4,71616,57364,354871,348741,327.93,112542105,959,7406,231,0,8675
"941",44,"Rhode Island",2020,5,863889,520943,60.3,453692,52.5,67251,12.9,17057,12222,351781,337720,317.88,104942870,1235,6820,438,0,8938
"942",44,"Rhode Island",2020,6,863821,512993,59.4,457239,52.9,55754,10.9,13706,7032,342412,334941,311.29,100085432,1558,2186,260,0,4047
"943",44,"Rhode Island",2020,7,863742,535674,62,460794,53.3,74880,14,14982,6603,249399,241902,310.88,71519660,2522,1952,75,0,2987
"944",44,"Rhode Island",2020,8,863864,529982,61.4,463277,53.6,66705,12.6,14046,5412,228502,217145,311.44,65008456,5288,2988,39,0,2533
"945",44,"Rhode Island",2020,9,864018,557723,64.5,497029,57.5,60694,10.9,12834,2621,148169,133371,320.27,40568661,14198,2738,65,0,2468
"946",44,"Rhode Island",2020,10,864169,535860,62,496914,57.5,38946,7.3,12595,2548,75752,66795,345.81,21358632,7457,7432,84,0,3885
"947",44,"Rhode Island",2020,11,864222,538810,62.3,496202,57.4,42608,7.9,14955,5123,69207,59452,375.43,20661472,3506,21725,150,0,7883
"948",44,"Rhode Island",2020,12,864213,538617,62.3,495859,57.4,42758,7.9,25738,7850,79295,67775,379.18,24111821,2845,31405,395,0,14798
"949",44,"Rhode Island",2021,1,864204,540236,62.5,501193,58,39043,7.2,47310,13429,94142,77290,395.29,28903153,2439,28533,400,0,13415
"950",44,"Rhode Island",2021,2,864073,538742,62.3,499579,57.8,39163,7.3,43222,11212,99115,75880,399.61,28723403,1912,11540,348,0,7828
"951",44,"Rhode Island",2021,3,864000,541513,62.7,503350,58.3,38163,7,20427,7889,89868,74350,389.11,27443250,1925,11160,124,126992,5514
"952",44,"Rhode Island",2021,4,863990,539634,62.5,505785,58.5,33849,6.3,28282,10792,73168,61334,380.39,22024569,1113,11055,50,166034,5502
"953",44,"Rhode Island",2021,5,863990,539721,62.5,507091,58.7,32630,6,38237,12368,92843,65095,389.32,23884843,1030,4459,47,167900,4436
"954",44,"Rhode Island",2021,6,864096,536881,62.1,504996,58.4,31885,5.9,37208,11141,84912,83856,399.05,31962827,1114,870,20,78938,2519
"955",44,"Rhode Island",2021,7,864179,536074,62,505259,58.5,30815,5.7,43010,4297,63968,48944,362.05,16843371,970,1419,7,30450,2143
"956",44,"Rhode Island",2021,8,864275,534673,61.9,503786,58.3,30887,5.8,16977,2847,62802,51080,363.28,17651178,1297,7792,25,33937,2666
"957",44,"Rhode Island",2021,9,864433,577977,66.9,547820,63.4,30157,5.2,13392,1519,40805,32095,387.55,11739851,1102,9634,66,37772,3596
"958",44,"Rhode Island",2021,10,864561,551609,63.8,522122,60.4,29487,5.3,7139,1308,33402,25163,399.32,9578922,881,7666,50,28721,2888
"959",44,"Rhode Island",2021,11,864610,553857,64.1,525472,60.8,28385,5.1,3745,1412,35400,27601,399.94,10543531,918,10306,38,17059,2984
"960",44,"Rhode Island",2021,12,864577,552166,63.9,525482,60.8,26684,4.8,6742,1945,31799,25231,405.45,9826843,633,34215,124,41907,7289
"961",45,"South Carolina",2020,1,4104607,2366322,57.7,2304184,56.1,62138,2.6,16202,7754,77967,57228,257.56,14850928,1551,0,0,0,0
"962",45,"South Carolina",2020,2,4108954,2365321,57.6,2299341,56,65980,2.8,7914,3612,66077,49947,262.11,13179288,1531,0,0,0,0
"963",45,"South Carolina",2020,3,4113703,2367167,57.5,2297323,55.8,69844,3,140472,4399,131836,58893,263.52,15610877,2038,698,14,0,19
"964",45,"South Carolina",2020,4,4118644,2357025,57.2,2086262,50.7,270763,11.5,296188,201522,816746,724527,254.05,184495960,2575,4896,177,0,9318
"965",45,"South Carolina",2020,5,4122608,2365735,57.4,2092571,50.8,273164,11.5,99063,65779,1128588,971340,246.6,240203804,3648,5322,274,0,14523
"966",45,"South Carolina",2020,6,4126972,2392922,58,2209060,53.5,183862,7.7,74376,29045,839016,748358,234.37,176018918,3690,21024,239,0,18404
"967",45,"South Carolina",2020,7,4131387,2427275,58.8,2243805,54.3,183470,7.6,64386,21345,808918,699046,230.64,161805631,8291,52374,867,0,44862
"968",45,"South Carolina",2020,8,4136994,2402563,58.1,2272014,54.9,130549,5.4,28637,12165,694010,584187,227.42,133339380,51893,31791,1071,0,38869
"969",45,"South Carolina",2020,9,4142816,2422918,58.5,2292518,55.3,130400,5.4,24910,7946,366820,266070,223.41,60654148,26029,29586,684,0,24236
"970",45,"South Carolina",2020,10,4148416,2437115,58.7,2306258,55.6,130857,5.4,22378,5316,262419,173769,223.66,39588665,14522,27891,536,0,22416
"971",45,"South Carolina",2020,11,4153709,2348943,56.6,2217588,53.4,131355,5.6,13950,5626,220047,159383,215.05,34427639,11712,39662,473,0,23988
"972",45,"South Carolina",2020,12,4158811,2355062,56.6,2223480,53.5,131582,5.6,22233,7235,180457,126833,217.78,27782766,7304,83863,836,0,40204
"973",45,"South Carolina",2021,1,4163639,2360747,56.7,2235303,53.7,125444,5.3,42782,6143,224580,114125,221.28,25378302,6495,134650,1638,0,66004
"974",45,"South Carolina",2021,2,4167943,2377180,57,2253252,54.1,123928,5.2,18220,6596,175302,114815,225.98,25994014,4693,79426,1623,0,36156
"975",45,"South Carolina",2021,3,4172613,2388097,57.2,2267442,54.3,120655,5.1,18715,6945,162154,114433,228.79,26300751,4731,37619,679,385417,18083
"976",45,"South Carolina",2021,4,4177471,2381361,57,2262966,54.2,118395,5,22781,7723,161875,89208,235.14,21078846,3392,27418,340,615382,14850
"977",45,"South Carolina",2021,5,4182459,2387942,57.1,2277505,54.5,110437,4.6,12866,7731,179642,101793,242.94,24802286,3421,16286,267,368968,9972
"978",45,"South Carolina",2021,6,4187818,2396359,57.2,2289292,54.7,107067,4.5,8991,5038,141306,86724,248.53,21645151,2578,3867,96,244619,4873
"979",45,"South Carolina",2021,7,4193182,2402803,57.3,2299349,54.8,103454,4.3,8586,5503,165467,72140,245.24,17786825,1940,16650,75,119512,7545
"980",45,"South Carolina",2021,8,4198972,2404401,57.3,2302920,54.8,101481,4.2,6334,3742,145877,71741,248.6,17907841,3619,103995,578,130601,46538
"981",45,"South Carolina",2021,9,4204953,2408380,57.3,2309320,54.9,99060,4.1,6726,3754,97262,53084,266.29,13684095,2368,131452,1756,204363,72342
"982",45,"South Carolina",2021,10,4210799,2407655,57.2,2313290,54.9,94365,3.9,6069,3260,77738,46992,266.38,12183733,2189,47245,1426,146487,37506
"983",45,"South Carolina",2021,11,4216248,2407176,57.1,2317709,55,89467,3.7,5121,2791,56773,33468,272.82,8801171,1698,20439,535,74024,14708
"984",45,"South Carolina",2021,12,4221496,2405807,57,2320717,55,85090,3.5,6787,2795,48853,29688,273.84,7891410,1246,38144,395,94029,17001
"985",46,"South Dakota",2020,1,677767,463997,68.5,450535,66.5,13462,2.9,1426,1277,12809,10604,361.02,3755143,44,0,0,0,0
"986",46,"South Dakota",2020,2,678100,463243,68.3,449740,66.3,13503,2.9,708,632,12795,11077,365.96,3993825,63,0,0,0,0
"987",46,"South Dakota",2020,3,678515,462755,68.2,449245,66.2,13510,2.9,13958,802,18338,12865,362.4,4584636,108,75,0,0,3
"988",46,"South Dakota",2020,4,678940,468726,69,425502,62.7,43224,9.2,20583,17816,81021,63742,292.17,18070357,143,2184,10,0,377
"989",46,"South Dakota",2020,5,679284,458811,67.5,426579,62.8,32232,7,10294,6957,98953,75054,275.33,19708822,173,2539,44,0,2402
"990",46,"South Dakota",2020,6,679670,456309,67.1,428351,63,27958,6.1,4546,4629,73727,70400,280.52,18456491,166,1808,29,0,2243
"991",46,"South Dakota",2020,7,680076,454790,66.9,430451,63.3,24339,5.4,4538,1767,63176,50055,284.78,13290798,246,1929,37,0,2025
"992",46,"South Dakota",2020,8,680545,453588,66.7,432183,63.5,21405,4.7,2117,1295,41670,33098,292.32,9167663,527,4023,40,0,2229
"993",46,"South Dakota",2020,9,681058,475666,69.8,456477,67,19189,4,1386,712,24806,18985,310.59,5594177,651,8792,56,0,3858
"994",46,"South Dakota",2020,10,681531,474305,69.6,456730,67,17575,3.7,2030,537,16030,11817,316.48,3522768,704,20828,172,0,9174
"995",46,"South Dakota",2020,11,681954,455436,66.8,439012,64.4,16424,3.6,2161,687,14915,11252,333.73,3530771,412,35662,497,0,15836
"996",46,"South Dakota",2020,12,682349,471631,69.1,456129,66.8,15502,3.3,3266,1200,16260,12804,348.39,4241505,277,19954,559,0,12901
"997",46,"South Dakota",2021,1,682691,470476,68.9,456033,66.8,14443,3.1,2708,1379,19723,14451,360.52,5008081,279,9949,294,0,6859
"998",46,"South Dakota",2021,2,682979,472209,69.1,458060,67.1,14149,3,1750,1016,19191,14958,369.3,5322389,173,4175,128,0,2941
"999",46,"South Dakota",2021,3,683317,469038,68.6,455567,66.7,13471,2.9,1307,783,18809,17046,369.3,6054882,221,5269,63,91174,2291
"1000",46,"South Dakota",2021,4,683660,469423,68.7,456336,66.7,13087,2.8,1221,491,11527,8801,351.9,2978346,150,5072,28,124057,3077
"1001",46,"South Dakota",2021,5,684083,470139,68.7,457161,66.8,12978,2.8,1129,326,9442,5145,335.94,1653010,108,1861,46,61666,2181
"1002",46,"South Dakota",2021,6,684555,470397,68.7,456928,66.7,13469,2.9,1018,369,7782,5191,329.73,1639473,104,378,21,25361,915
"1003",46,"South Dakota",2021,7,685026,470703,68.7,457162,66.7,13541,2.9,839,314,6438,4136,329.82,1311630,67,596,7,15037,852
"1004",46,"South Dakota",2021,8,685502,471280,68.7,457633,66.8,13647,2.9,701,220,5663,4160,341.45,1351875,63,5759,20,18971,2824
"1005",46,"South Dakota",2021,9,686024,471061,68.7,457601,66.7,13460,2.9,626,153,4192,2483,371.7,891125,53,12732,66,22405,6236
"1006",46,"South Dakota",2021,10,686507,471217,68.6,457872,66.7,13345,2.8,739,139,3016,1914,380.89,708214,35,10299,103,17159,6207
"1007",46,"South Dakota",2021,11,686928,470972,68.6,458136,66.7,12836,2.7,1108,247,4318,2933,375.51,1083457,63,10759,90,17257,6684
"1008",46,"South Dakota",2021,12,687317,470859,68.5,458686,66.7,12173,2.6,1954,676,7137,4910,397.17,1920661,50,12750,143,22648,7727
"1009",47,"Tennessee",2020,1,5413972,3338446,61.7,3214183,59.4,124263,3.7,12588,7770,79488,71689,241.32,17102869,1312,0,0,0,0
