"","FIPS","State","Year","Month","Pop","LborForce","%ofPop","Total E","%Emp","TotalU","UnempRate","InitialClaims","FirstPayments","WeeksClaimed","WeeksCompensated","AvgWklyBenefit","BenefitsPaid","FinalPayments","case_count","death_count","fullvaccine_count","hospitalized_count"
"1191",55,"Wisconsin",2021,3,4666237,3066278,65.7,2948948,63.2,117330,3.8,56771,6543,407538,317612,314.25,88156832,6440,19161,316,501661,9462
"1192",55,"Wisconsin",2021,4,4667473,3075683,65.9,2955982,63.3,119701,3.9,60456,6746,346809,250664,302.38,65993005,5178,23916,222,941364,10798
"1193",55,"Wisconsin",2021,5,4669020,3085255,66.1,2965181,63.5,120074,3.9,42108,4928,314769,238954,297.83,60770398,5184,15796,307,599267,11063
"1194",55,"Wisconsin",2021,6,4670907,3094690,66.3,2973220,63.7,121470,3.9,36015,3819,228330,175448,294.67,44062566,3468,3560,293,280088,5321
"1195",55,"Wisconsin",2021,7,4672898,3104354,66.4,2982792,63.8,121562,3.9,47867,3558,208760,162497,289.31,40397450,2999,7579,165,160025,4337
"1196",55,"Wisconsin",2021,8,4674878,3109998,66.5,2987366,63.9,122632,3.9,32516,3332,232109,174821,288.77,42948105,3706,42819,168,122211,19490
"1197",55,"Wisconsin",2021,9,4677059,3110189,66.5,3004937,64.2,105252,3.4,30472,4242,146251,103269,304.9,26674420,2838,72728,390,147303,33655
"1198",55,"Wisconsin",2021,10,4679069,3108989,66.4,3008395,64.3,100594,3.2,26440,4658,121835,83448,310.02,22389955,2715,78247,546,110604,36719
"1199",55,"Wisconsin",2021,11,4680645,3107784,66.4,3014535,64.4,93249,3,35194,7073,128082,86149,315.59,23826918,2113,91375,575,70116,36251
"1200",55,"Wisconsin",2021,12,4681961,3108417,66.4,3022220,64.6,86197,2.8,39547,11356,149747,104186,327.88,30736263,1660,128203,1134,144853,53887
"1201",56,"Wyoming",2020,1,453129,298600,65.9,285320,63,13280,4.4,2338,1510,13879,15558,416.76,6400982,201,0,0,0,0
"1202",56,"Wyoming",2020,2,453321,298818,65.9,284507,62.8,14311,4.8,1753,1128,14303,15858,418.32,6539708,234,0,0,0,0
"1203",56,"Wyoming",2020,3,453558,299040,65.9,283757,62.6,15283,5.1,12775,1921,20722,21100,414.18,8576790,337,83,0,0,26
"1204",56,"Wyoming",2020,4,453794,290960,64.1,274922,60.6,16038,5.5,17150,11501,59752,60318,374.72,22277999,415,434,8,0,807
"1205",56,"Wyoming",2020,5,453942,300611,66.2,275096,60.6,25515,8.5,10774,5027,75224,67541,378.37,24990430,394,357,7,0,744
"1206",56,"Wyoming",2020,6,454118,297883,65.6,275846,60.7,22037,7.4,7125,3448,64316,74036,395.47,28493272,622,513,2,0,617
"1207",56,"Wyoming",2020,7,454334,297259,65.4,277055,61,20204,6.8,6907,2347,55303,55699,410.27,22236311,952,1194,0,0,656
"1208",56,"Wyoming",2020,8,454672,296712,65.3,278278,61.2,18434,6.2,4363,1247,47120,40966,422.19,16936803,894,1168,8,0,1039
"1209",56,"Wyoming",2020,9,454998,296176,65.1,279179,61.4,16997,5.7,2859,1010,32254,37145,433.65,15774640,1525,1870,15,0,923
"1210",56,"Wyoming",2020,10,455331,295623,64.9,279620,61.4,16003,5.4,2750,834,24437,23461,436.29,10040276,1528,6566,28,0,2391
"1211",56,"Wyoming",2020,11,455610,295063,64.8,279509,61.3,15554,5.3,4091,1054,24833,20277,430.93,8592090,1007,19381,137,0,5693
"1212",56,"Wyoming",2020,12,455877,294630,64.6,279346,61.3,15284,5.2,4038,1481,21634,23732,428.18,9979055,1002,12031,180,0,5873
"1213",56,"Wyoming",2021,1,456106,295132,64.7,280002,61.4,15130,5.1,4770,1649,24267,21396,428.96,9016117,629,7877,197,0,3151
"1214",56,"Wyoming",2021,2,456315,295385,64.7,279794,61.3,15591,5.3,3595,1368,22303,22208,430.45,9363097,591,2686,73,0,1359
"1215",56,"Wyoming",2021,3,456556,295613,64.7,279888,61.3,15725,5.3,3355,961,21510,23523,429.31,9881823,671,1953,23,50689,804
"1216",56,"Wyoming",2021,4,456813,296150,64.8,280183,61.3,15967,5.4,4727,1149,16263,16062,424.47,6650517,479,1786,6,55447,757
"1217",56,"Wyoming",2021,5,457104,296376,64.8,280290,61.3,16086,5.4,2200,800,15018,12865,417.94,5244350,358,2165,7,27694,1019
"1218",56,"Wyoming",2021,6,457382,296342,64.8,280217,61.3,16125,5.4,1646,653,11192,11987,407.57,4788176,330,1976,23,14530,1280
"1219",56,"Wyoming",2021,7,457723,295672,64.6,280242,61.2,15430,5.2,1217,555,8837,8374,403.01,3303967,225,2697,31,14038,1709
"1220",56,"Wyoming",2021,8,458056,294747,64.3,280237,61.2,14510,4.9,1202,442,8411,8309,409.74,3350863,237,8949,61,10821,3666
"1221",56,"Wyoming",2021,9,458391,293700,64.1,280486,61.2,13214,4.5,1100,349,5919,5677,415.01,2312715,178,15246,134,16997,6344
"1222",56,"Wyoming",2021,10,458721,293001,63.9,280941,61.2,12060,4.1,1686,459,6284,5485,424.57,2290995,159,13297,200,14232,7057
"1223",56,"Wyoming",2021,11,459006,292429,63.7,281586,61.3,10843,3.7,2024,871,8033,8504,423.64,3546579,175,8232,191,9533,4992
"1224",56,"Wyoming",2021,12,459265,292216,63.6,282499,61.5,9717,3.3,2150,878,8352,8791,425.3,3689009,152,4469,163,11709,3149
